*******************************************************************************
 Revised: Aug 19, 2022   Voyager 1 Spacecraft (interplanetary) / (Sun)     -31
                        http://www.jpl.nasa.gov/missions/voyager-1/

 BACKGROUND
   See the web-page above for information on the Voyager Mission

 TIMELINE
   1977-Sep-06  Launch from Kennedy Space Center @ 12:56 UTC
   1979-Mar-05  Jupiter closest-approach, Io imaging
   1980-Nov-12  Saturn encounter, Titan
   1990-Jan-01  Interstellar mission begins
   1990-Feb-14  Final Voyager image return
   1992-Apr-24  Final two-way tracking measurements
   1998-Feb-17  Exceeds Pioneer 10 distance (most distant man-made object)
   2004-Dec-15  Crosses solar system "bow shock" boundary
   2012-Aug-25  Passes heliopause and termination shock boundary

 SPACECRAFT TRAJECTORY:
   This trajectory is composed of two merged sections:

     #1) 1977-Sep-5 to 1981-Jan-1:
          A patched conic mission-design type trajectory in which the conics
          were constructed to approximately match specific events, such as
          satellite encounters, providing a rough accuracy.

     #2) 1981-Jan-1 to 2100-Jan-1
          Refit of tracking data spanning 1981-1992 (end of two-way coherent
          transponder data). Done in 2022 by R. Jacobson (former Voyager
          navigation) using DE440 to generate a new solution and prediction.

   The reconstruction done in 2022 estimated:
      - Epoch state vector
      - Constant and stochastic non-gravitational accelerations
         (to account for the activity of three-axis attitude control system)
      - Thermal radiation from RTG power sources
      - Mismodelling of solar pressure
      - 96 impulsive maneuvers through Feb 1992

   Note there has been no new tracking data possible since 1992. This is a
   different issue from on-board telemetry, which continued beyond that date.

   The 2022 update refit the existing old tracking data using modern approaches
   and standards to allow consistent extrapolation to 2100.

   Formal predicted geocentric pointing uncertainty on 2030-Jan-1:
     RA +/- 1.701 arcseconds, DEC +/- 1.535 arcseconds

   This uncertainty is consistent with the new solution's difference with
   the A54206 prediction made in 1990.

   Tracking data used in 2022 solution:
     Points Type       First point            Last point       residual rms
       2366   F2   01-JAN-1981 05:14:00  15-APR-1989 08:09:00  0.133 mm/s
       2084   F3   07-JAN-1981 12:15:00  24-APR-1992 14:04:00  0.153 mm/s
       5191  PRA   01-JAN-1981 03:52:18  20-JAN-1989 14:13:59  228 m
         67  SRA   04-MAR-1989 10:58:56  13-OCT-1991 04:49:30  227 m
*******************************************************************************


*******************************************************************************
Ephemeris / WWW_USER Tue Jan  7 13:23:31 2025 Pasadena, USA      / Horizons
*******************************************************************************
Target body name: Voyager 1 (spacecraft) (-31)    {source: Voyager_1_ST+refit2022_m}
Center body name: Earth (399)                     {source: Voyager_1_ST+refit2022_m}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 1977-Sep-05 13:59:24.3830 TDB
Stop  time      : A.D. 1977-Sep-06 00:00:00.0000 TDB
Step-size       : 1 minutes
*******************************************************************************
Center geodetic : 0.0, 0.0, 0.0                   {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.0, 0.0, 0.0                   {E-lon(deg),Dxy(km),Dz(km)}
Center radii    : 6378.137, 6378.137, 6356.752 km {Equator_a, b, pole_c}
Output units    : KM-S
Calendar mode   : Mixed Julian/Gregorian
Output type     : GEOMETRIC cartesian states
Output format   : 3 (position, velocity, LT, range, range-rate)
EOP file        : eop.250106.p250404
EOP coverage    : DATA-BASED 1962-JAN-20 TO 2025-JAN-06. PREDICTS-> 2025-APR-03
Reference frame : ICRF
*******************************************************************************
            JDTDB,            Calendar Date (TDB),        delta-T,                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,                     LT,                     RG,                     RR,
2443392.090559988, A.D. 1977-Sep-05 14:10:24.3830,      48.182578,  1.160261603106295E+04,  5.901085751980339E+03,  2.783692432204386E+03,  5.376403540499883E+00,  1.034076362839465E+01,  5.408928252228273E+00,  4.440193637711451E-02,  1.331136564645477E+04,  1.040155271367848E+01,
2443392.091254433, A.D. 1977-Sep-05 14:11:24.3830,      48.182578,  1.192179802584957E+04,  6.519757997841256E+03,  3.107387870115298E+03,  5.265057686651432E+00,  1.028202202028820E+01,  5.381051291364712E+00,  4.649509850292362E-02,  1.393887986514359E+04,  1.051205438057663E+01,
2443392.091948877, A.D. 1977-Sep-05 14:12:24.3830,      48.182578,  1.223465338204845E+04,  7.134975672868210E+03,  3.429436054577649E+03,  5.165241976763028E+00,  1.022563997094611E+01,  5.354045027226134E+00,  4.860838704219496E-02,  1.457242783079498E+04,  1.060331157585042E+01,
2443392.092643322, A.D. 1977-Sep-05 14:13:24.3830,      48.182578,  1.254182716737333E+04,  7.746884360934939E+03,  3.749893052077596E+03,  5.075438948277183E+00,  1.017173328726977E+01,  5.328025827867702E+00,  5.073830545649194E-02,  1.521096130755653E+04,  1.067874957824761E+01,
2443392.093337766, A.D. 1977-Sep-05 14:14:24.3830,      48.182578,  1.284388033508117E+04,  8.355633749407993E+03,  4.068820124097459E+03,  4.994356240251864E+00,  1.012032877519381E+01,  5.303053865781591E+00,  5.288197437950961E-02,  1.585361708312621E+04,  1.074113534880212E+01,
2443392.094032211, A.D. 1977-Sep-05 14:15:24.3830,      48.182578,  1.314130219305903E+04,  8.961373237774529E+03,  4.386280906489179E+03,  4.920892755594658E+00,  1.007139423435848E+01,  5.279150578717558E+00,  5.503701373314232E-02,  1.649968162803849E+04,  1.079271121226121E+01,
2443392.094726655, A.D. 1977-Sep-05 14:16:24.3830,      48.182578,  1.343452096963181E+04,  9.564249067830699E+03,  4.702339481101054E+03,  4.854108991182395E+00,  1.002485945369232E+01,  5.256311100768021E+00,  5.720144877172030E-02,  1.714856292843511E+04,  1.083530099318217E+01,
2443392.095421100, A.D. 1977-Sep-05 14:17:24.3830,      48.182578,  1.372391272318278E+04,  1.016440250410937E+04,  5.017059075258541E+03,  4.793201584597696E+00,  9.980630821528582E+00,  5.234513080942693E+00,  5.937363504001759E-02,  1.779976798904180E+04,  1.087039396260668E+01,
2443392.096115544, A.D. 1977-Sep-05 14:18:24.3830,      48.182578,  1.400980884743923E+04,  1.076196875513715E+04,  5.330501212380033E+03,  4.737481765584810E+00,  9.938601421196534E+00,  5.213722915646886E+00,  6.155219832605215E-02,  1.845288483147066E+04,  1.089921115741290E+01,
2443392.096809988, A.D. 1977-Sep-05 14:19:24.3830,      48.182578,  1.429250238700233E+04,  1.135707639356558E+04,  5.642725174962865E+03,  4.686357260409238E+00,  9.898657944962581E+00,  5.193900134186908E+00,  6.373598641982363E-02,  1.910756803185355E+04,  1.092275780470600E+01,
2443392.097504433, A.D. 1977-Sep-05 14:20:24.3830,      48.182578,  1.457225336091766E+04,  1.194984712493800E+04,  5.953787691497351E+03,  4.639317164151339E+00,  9.860685369133693E+00,  5.175000465836763E+00,  6.592403024631836E-02,  1.976352706881013E+04,  1.094186483870054E+01,
2443392.098198877, A.D. 1977-Sep-05 14:21:24.3830,      48.182578,  1.484929325312015E+04,  1.254039578084063E+04,  6.263742774358325E+03,  4.595919323070371E+00,  9.824570058318029E+00,  5.156977966891105E+00,  6.811551239449053E-02,  2.042051688867378E+04,  1.095722186668062E+01,
2443392.098893322, A.D. 1977-Sep-05 14:22:24.3830,      48.182578,  1.512382881350688E+04,  1.312883046924685E+04,  6.572641667177417E+03,  4.555779815973565E+00,  9.790201769427302E+00,  5.139786477371390E+00,  7.030974156764479E-02,  2.107833024590900E+04,  1.096940343013117E+01,
2443392.099587766, A.D. 1977-Sep-05 14:23:24.3830,      48.182578,  1.539604528049063E+04,  1.371525281775674E+04,  6.880532862945485E+03,  4.518564181256235E+00,  9.757474889047657E+00,  5.123380600720234E+00,  7.250613173076341E-02,  2.173679145163736E+04,  1.097888999980640E+01,
2443392.100282211, A.D. 1977-Sep-05 14:24:24.3830,      48.182578,  1.566610912219997E+04,  1.429975827474036E+04,  7.187462170455462E+03,  4.483980089794962E+00,  9.726289139217332E+00,  5.107716344464226E+00,  7.470418503065486E-02,  2.239575125322682E+04,  1.098608482523415E+01,
2443392.100976655, A.D. 1977-Sep-05 14:25:24.3830,      48.182578,  1.593417037506515E+04,  1.488243644117420E+04,  7.493472811565995E+03,  4.451771213685944E+00,  9.696549917877080E+00,  5.092751520776774E+00,  7.690347774798262E-02,  2.305508262281601E+04,  1.099132751089709E+01,
2443392.101671100, A.D. 1977-Sep-05 14:26:24.3830,      48.182578,  1.620036464512947E+04,  1.546337141497690E+04,  7.798605537124897E+03,  4.421712083737846E+00,  9.668168391373648E+00,  5.078445977855310E+00,  7.910364869691462E-02,  2.371467727961653E+04,  1.099490499909460E+01,
2443392.102365544, A.D. 1977-Sep-05 14:27:24.3830,      48.182578,  1.646481482612485E+04,  1.604264213559512E+04,  8.102898753011849E+03,  4.393603765049246E+00,  9.641061421801490E+00,  5.064761712989542E+00,  8.130438960870583E-02,  2.437444280698358E+04,  1.099706049074649E+01,
2443392.103059988, A.D. 1977-Sep-05 14:28:24.3830,      48.182578,  1.672763257892530E+04,  1.662032272050023E+04,  8.406388650210174E+03,  4.367270210387055E+00,  9.615151387438251E+00,  5.051662903830089E+00,  8.350543712878274E-02,  2.503430025320224E+04,  1.099800072031798E+01,
2443392.103754433, A.D. 1977-Sep-05 14:29:24.3830,      48.182578,  1.698891961022756E+04,  1.719648279016078E+04,  8.709109335712654E+03,  4.342555176179393E+00,  9.590365937065549E+00,  5.039115884019030E+00,  8.570656613834841E-02,  2.569418212935504E+04,  1.099790191202799E+01,
2443392.104448877, A.D. 1977-Sep-05 14:30:24.3830,      48.182578,  1.724876877941016E+04,  1.777118777422388E+04,  9.011092959306465E+03,  4.319319606587528E+00,  9.566637706694635E+00,  5.027089081962338E+00,  8.790758414743613E-02,  2.635403072840171E+04,  1.099691467506669E+01,
2443392.105143322, A.D. 1977-Sep-05 14:31:24.3830,      48.182578,  1.750726506174907E+04,  1.834449920288262E+04,  9.312369837396629E+03,  4.297439407896134E+00,  9.543904018226851E+00,  5.015552936066271E+00,  9.010832658957678E-02,  2.701379671455598E+04,  1.099516804223371E+01,
2443392.105837766, A.D. 1977-Sep-05 14:32:24.3830,      48.182578,  1.776448638755323E+04,  1.891647497856799E+04,  9.612968570546916E+03,  4.276803549319952E+00,  9.522106573504946E+00,  5.004479795976835E+00,  9.230865284752057E-02,  2.767343793182689E+04,  1.099277281395870E+01,
2443392.106532210, A.D. 1977-Sep-05 14:33:24.3830,      48.182578,  1.802050437592305E+04,  1.948716962965736E+04,  9.912916154995270E+03,  4.257312437491509E+00,  9.501191152659482E+00,  4.993843816503737E+00,  9.450844289080539E-02,  2.833291839598717E+04,  1.098982433710062E+01,
2443392.107226655, A.D. 1977-Sep-05 14:34:24.3830,      48.182578,  1.827538497807972E+04,  2.005663454636386E+04,  1.021223808770618E+04,  4.238876521080934E+00,  9.481107322548880E+00,  4.983620848903637E+00,  9.670759442172257E-02,  2.899220743895529E+04,  1.098640482202112E+01,
2443392.107921100, A.D. 1977-Sep-05 14:35:24.3830,      48.182578,  1.852918904295762E+04,  2.062491819952878E+04,  1.051095846490401E+04,  4.221415089481072E+00,  9.461808158871351E+00,  4.973788332731195E+00,  9.890602044589528E-02,  2.965127898047320E+04,  1.098258528109903E+01,
2443392.108615544, A.D. 1977-Sep-05 14:36:24.3830,      48.182578,  1.878197281577778E+04,  2.119206634320468E+04,  1.080910007419034E+04,  4.204855235614594E+00,  9.443249983977045E+00,  4.964325190411093E+00,  1.011036471986545E-01,  3.031011090644944E+04,  1.097842715576059E+01,
2443392.109309989, A.D. 1977-Sep-05 14:37:24.3830,      48.182578,  1.903378837867920E+04,  2.175812220200407E+04,  1.110668448045366E+04,  4.189130957938137E+00,  9.425392121333966E+00,  4.955211725925373E+00,  1.033004123704963E-01,  3.096868453696469E+04,  1.097398368632050E+01,
2443392.110004433, A.D. 1977-Sep-05 14:38:24.3830,      48.182578,  1.928468404111721E+04,  2.232312664422263E+04,  1.140373210584619E+04,  4.174182380839715E+00,  9.408196666867090E+00,  4.946429528467590E+00,  1.054962635847119E-01,  3.162698416987668E+04,  1.096930106874505E+01,
2443392.110698877, A.D. 1977-Sep-05 14:39:24.3830,      48.182578,  1.953470468659465E+04,  2.288711834174307E+04,  1.170026230414127E+04,  4.159955076017834E+00,  9.391628276898590E+00,  4.937961381529619E+00,  1.076911570882663E-01,  3.228499668835547E+04,  1.096441943430148E+01,
2443392.111393322, A.D. 1977-Sep-05 14:40:24.3830,      48.182578,  1.978389208133380E+04,  2.345013391769928E+04,  1.199629342980443E+04,  4.146399470229661E+00,  9.375653972098442E+00,  4.929791177615848E+00,  1.098850566235195E-01,  3.294271122263408E+04,  1.095937368151794E+01,
2443392.112087766, A.D. 1977-Sep-05 14:41:24.3830,      48.182578,  2.003228514969167E+04,  2.401220808283846E+04,  1.229184290211657E+04,  4.133470327110793E+00,  9.360242956658411E+00,  4.921903838591589E+00,  1.120779324537286E-01,  3.360011885786126E+04,  1.095419418460944E+01,
2443392.112782211, A.D. 1977-Sep-05 14:42:24.3830,      48.182578,  2.027992022044292E+04,  2.457337376146814E+04,  1.258692726468445E+04,  4.121126292689223E+00,  9.345366451791870E+00,  4.914285241545166E+00,  1.142697605196614E-01,  3.425721238126064E+04,  1.094890739826487E+01,
2443392.113476655, A.D. 1977-Sep-05 14:43:24.3830,      48.182578,  2.052683124748139E+04,  2.513366220781932E+04,  1.288156224066317E+04,  4.109329495812790E+00,  9.330997542611737E+00,  4.906922149959638E+00,  1.164605217082758E-01,  3.491398606288636E+04,  1.094353637523476E+01,
2443392.114171099, A.D. 1977-Sep-05 14:44:24.3830,      48.182578,  2.077305000800554E+04,  2.569310311359970E+04,  1.317576278400217E+04,  4.098045196040577E+00,  9.317111037429548E+00,  4.899802149938339E+00,  1.186502012174199E-01,  3.557043546516491E+04,  1.093810121034684E+01,
2443392.114865544, A.D. 1977-Sep-05 14:45:24.3830,      48.182578,  2.101860628084026E+04,  2.625172470745383E+04,  1.346954312700900E+04,  4.087241472660413E+00,  9.303683338534141E+00,  4.892913591197538E+00,  1.208387880029954E-01,  3.622655727715891E+04,  1.093261942227590E+01,
2443392.115559989, A.D. 1977-Sep-05 14:46:24.3830,      48.182578,  2.126352800719172E+04,  2.680955384699816E+04,  1.376291682451213E+04,  4.076888949431282E+00,  9.290692323530779E+00,  4.886245532518731E+00,  1.230262742971117E-01,  3.688234917011333E+04,  1.092710628250349E+01,
2443392.116254433, A.D. 1977-Sep-05 14:47:24.3830,      48.182578,  2.150784143586438E+04,  2.736661610399976E+04,  1.405589679485871E+04,  4.066960550409200E+00,  9.278117236470386E+00,  4.879787691406632E+00,  1.252126551874078E-01,  3.753780967133942E+04,  1.092157509943254E+01,
2443392.116948877, A.D. 1977-Sep-05 14:48:24.3830,      48.182578,  2.175157125461377E+04,  2.792293584335921E+04,  1.434849535804670E+04,  4.057431282952324E+00,  9.265938587762124E+00,  4.873530397546483E+00,  1.273979282494202E-01,  3.819293805400132E+04,  1.091603746413642E+01,
2443392.117643322, A.D. 1977-Sep-05 14:49:24.3830,      48.182578,  2.199474070925359E+04,  2.847853629627126E+04,  1.464072427113587E+04,  4.048278044420979E+00,  9.254138062368064E+00,  4.867464549909210E+00,  1.295820932246606E-01,  3.884773424060616E+04,  1.091050346348317E+01,
2443392.118337766, A.D. 1977-Sep-05 14:50:24.3830,      48.182578,  2.223737171177964E+04,  2.903343962813759E+04,  1.493259476120464E+04,  4.039479449705073E+00,  9.242698435413399E+00,  4.861581577139555E+00,  1.317651517385320E-01,  3.950219871843748E+04,  1.090498186521821E+01,
2443392.119032211, A.D. 1977-Sep-05 14:51:24.3830,      48.182578,  2.247948493870985E+04,  2.958766700161727E+04,  1.522411755601920E+04,  4.031015677022306E+00,  9.231603494632559E+00,  4.855873401000997E+00,  1.339471070528084E-01,  4.015633246535055E+04,  1.089948027901023E+01,
2443392.119726655, A.D. 1977-Sep-05 14:52:24.3830,      48.182578,  2.272109992066504E+04,  3.014123863521421E+04,  1.551530291259488E+04,  4.022868329802196E+00,  9.220837969056355E+00,  4.850332402633222E+00,  1.361279638482254E-01,  4.081013688459462E+04,  1.089400529681980E+01,
2443392.120421099, A.D. 1977-Sep-05 14:53:24.3830,      48.182578,  2.296223512409723E+04,  3.069417385775931E+04,  1.580616064381169E+04,  4.015020312757333E+00,  9.210387463400913E+00,  4.844951391396917E+00,  1.383077280333367E-01,  4.146361374750952E+04,  1.088856261544523E+01,
2443392.121115544, A.D. 1977-Sep-05 14:54:24.3830,      48.182578,  2.320290802596589E+04,  3.124649115911465E+04,  1.609670014323284E+04,  4.007455720491984E+00,  9.200238397665760E+00,  4.839723576097240E+00,  1.404864065763190E-01,  4.211676514310203E+04,  1.088315714367631E+01,
2443392.121809988, A.D. 1977-Sep-05 14:55:24.3830,      48.182578,  2.344313518207055E+04,  3.179820823739850E+04,  1.638693040826324E+04,  4.000159737211135E+00,  9.190377951491756E+00,  4.834642538393303E+00,  1.426640073568570E-01,  4.276959343364225E+04,  1.087779309612922E+01,
2443392.122504433, A.D. 1977-Sep-05 14:56:24.3830,      48.182578,  2.368293228966712E+04,  3.234934204300428E+04,  1.667686006177367E+04,  3.993118546276093E+00,  9.180794012869187E+00,  4.829702208215983E+00,  1.448405390356273E-01,  4.342210121553567E+04,  1.087247407553571E+01,
2443392.123198877, A.D. 1977-Sep-05 14:57:24.3830,      48.182578,  2.392231424492524E+04,  3.289990881966303E+04,  1.696649737230613E+04,  3.986319248510143E+00,  9.171475130822886E+00,  4.824896841030719E+00,  1.470160109392231E-01,  4.407429128482459E+04,  1.086720314500539E+01,
2443392.123893322, A.D. 1977-Sep-05 14:58:24.3830,      48.182578,  2.416129519572209E+04,  3.344992414277776E+04,  1.725585027296647E+04,  3.979749788293631E+00,  9.162410471734733E+00,  4.820220996795155E+00,  1.491904329586493E-01,  4.472616660675769E+04,  1.086198289156529E+01,
2443392.124587766, A.D. 1977-Sep-05 14:59:24.3830,      48.182578,  2.439988859021424E+04,  3.399940295523857E+04,  1.754492637910197E+04,  3.973398886605193E+00,  9.153589778994375E+00,  4.815669520474011E+00,  1.513638154597560E-01,  4.537773028893865E+04,  1.085681548209836E+01,
2443392.125282211, A.D. 1977-Sep-05 15:00:24.3830,      48.182578,  2.463810722158169E+04,  3.454835960090935E+04,  1.783373300485327E+04,  3.967255980267487E+00,  9.145003335696890E+00,  4.811237523984982E+00,  1.535361692041887E-01,  4.602898555762764E+04,  1.085170271264798E+01,
2443392.125976655, A.D. 1977-Sep-05 15:01:24.3830,      48.182578,  2.487596326929604E+04,  3.509680785596152E+04,  1.812227717866308E+04,  3.961311166744023E+00,  9.136641930131542E+00,  4.806920369460143E+00,  1.557075052796131E-01,  4.667993573682317E+04,  1.084664605192323E+01,
2443392.126671100, A.D. 1977-Sep-05 15:02:24.3830,      48.182578,  2.511346833722865E+04,  3.564476095821479E+04,  1.841056565781736E+04,  3.955555153910354E+00,  9.128496823828687E+00,  4.802713653717112E+00,  1.578778350381271E-01,  4.733058422979864E+04,  1.084164667972711E+01,
2443392.127365544, A.D. 1977-Sep-05 15:03:24.3830,      48.182578,  2.535063348888123E+04,  3.619223163463221E+04,  1.869860494208867E+04,  3.949979214289727E+00,  9.120559721952944E+00,  4.798613193843138E+00,  1.600471700419099E-01,  4.798093450280812E+04,  1.083670552093378E+01,
2443392.128059988, A.D. 1977-Sep-05 15:04:24.3830,      48.182578,  2.558746927999316E+04,  3.673923212710427E+04,  1.898640128654568E+04,  3.944575143301579E+00,  9.112822745849613E+00,  4.794615013803599E+00,  1.622155220152702E-01,  4.863099007071096E+04,  1.083182327555786E+01,
2443392.128754433, A.D. 1977-Sep-05 15:05:24.3830,      48.182578,  2.582398578875392E+04,  3.728577421664605E+04,  1.927396071358786E+04,  3.939335221122265E+00,  9.105278407568628E+00,  4.790715331993817E+00,  1.643829028023627E-01,  4.928075448429539E+04,  1.082700044538829E+01,
2443392.129448877, A.D. 1977-Sep-05 15:06:24.3830,      48.182578,  2.606019264382660E+04,  3.783186924612095E+04,  1.956128902425980E+04,  3.934252177802053E+00,  9.097919586205833E+00,  4.786910549660046E+00,  1.665493243299249E-01,  4.993023131910740E+04,  1.082223735759805E+01,
2443392.130143322, A.D. 1977-Sep-05 15:07:24.3830,      48.182578,  2.629609905036806E+04,  3.837752814159591E+04,  1.984839180889501E+04,  3.929319161321596E+00,  9.090739505915641E+00,  4.783197240121754E+00,  1.687147985744680E-01,  5.057942416561466E+04,  1.081753418568857E+01,
2443392.130837766, A.D. 1977-Sep-05 15:08:24.3830,      48.182578,  2.653171381421348E+04,  3.892276143242395E+04,  2.013527445713566E+04,  3.924529708305511E+00,  9.083731715461894E+00,  4.779572138733030E+00,  1.708793375334178E-01,  5.122833662055498E+04,  1.081289096808224E+01,
2443392.131532211, A.D. 1977-Sep-05 15:09:24.3830,      48.182578,  2.676704536437720E+04,  3.946757927014308E+04,  2.042194216737069E+04,  3.919877717141000E+00,  9.076890069185412E+00,  4.776032133526248E+00,  1.730429531997663E-01,  5.187697227933689E+04,  1.080830762463723E+01,
